'y-axis saved as y
'x,KHM052_h-CuMnAs_reflection_3_21_19_2.raw,Ycalc
23.3508027,72,62.8939487
23.371297,69,62.8775253
23.3917912,71,62.8611914
23.4122855,64,62.8449805
23.4327798,79,62.8289581
23.453274,66,62.813214
23.4737683,64,62.7979256
23.4942625,76,62.7835217
23.5147568,65,62.7711465
23.5352511,59,62.7636993
23.5557453,65,62.7680832
23.5762396,56,62.7987852
23.5967339,56,62.8613798
23.6172281,57,62.8782403
23.6377224,60,62.7622356
23.6582166,75,62.6909118
23.6787109,62,62.6646183
23.6992052,60,62.663529
23.7196994,69,62.6892073
23.7401937,56,62.727837
23.760688,61,62.7135879
23.7811822,75,62.6272147
23.8016765,65,62.5651217
23.8221707,66,62.5344218
23.842665,62,62.5177254
23.8631593,56,62.5097343
23.8836535,62,62.5025051
23.9041478,86,62.4797522
23.9246421,67,62.4504434
23.9451363,63,62.4265755
23.9656306,66,62.4074682
23.9861248,59,62.3900994
24.0066191,58,62.3733469
24.0271134,62,62.3569188
24.0476076,70,62.3407864
24.0681019,62,62.3251143
24.0885962,60,62.3103574
24.1090904,52,62.2970351
24.1295847,59,62.2838653
24.1500789,53,62.2668329
24.1705732,40,62.2464649
24.1910675,53,62.2282088
24.2115617,78,62.2116118
24.232056,72,62.1958856
24.2525503,62,62.1810197
24.2730445,66,62.1664968
24.2935388,67,62.1503003
24.314033,49,62.1321538
24.3345273,53,62.114663
24.3550216,67,62.0980657
24.3755158,56,62.0818088
24.3960101,58,62.0656768
24.4165044,60,62.049638
24.4369986,77,62.0337573
24.4574929,67,62.0182676
24.4779871,84,62.0035327
24.4984814,71,61.9889793
24.5189757,72,61.9728297
24.5394699,59,61.9562631
24.5599642,62,61.940077
24.5804585,67,61.9241679
24.6009527,52,61.908441
24.621447,55,61.8929102
24.6419412,71,61.8774501
24.6624355,52,61.8617059
24.6829298,53,61.8458
24.703424,60,61.8301614
24.7239183,56,61.8148778
24.7444126,60,61.8000147
24.7649068,65,61.7859077
24.7854011,60,61.7735117
24.8058953,63,61.7653025
24.8263896,62,61.7670698
24.8468839,69,61.786606
24.8673781,67,61.8122622
24.8878724,76,61.7926683
24.9083667,71,61.7238207
24.9288609,67,61.6804146
24.9493552,71,61.6583507
24.9698494,70,61.6461231
24.9903437,53,61.6433758
